sentence,label,idx,__source_split
"it is supposed to be , but ca n't really call it a work of art ",0,21210,train
if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd ,0,21211,train
budding amours ,1,21212,train
", sum up the strange horror of life in the new millennium ",1,21213,train
"is a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable ",0,21214,train
overstays its natural running time ,0,21215,train
happens that tells you there is no sense . ,0,21216,train
ever a concept came handed down from the movie gods on a silver platter ,1,21217,train
dudsville ,0,21218,train
"has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare ",1,21219,train
in too many conflicts ,0,21220,train
", the film makes up for it with a pleasing verisimilitude . ",1,21221,train
willie would have loved it ,1,21222,train
"sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables ",0,21223,train
it 's not just the vampires that are damned in queen of the damned -- ,0,21224,train
my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it ,0,21225,train
cable channel ,0,21226,train
it may be because teens are looking for something to make them laugh . ,1,21227,train
remarkably original ,1,21228,train
its predictable plot and paper-thin supporting characters ,0,21229,train
gigantic proportions ,1,21230,train
crummy ,0,21231,train
"the film boasts at least a few good ideas and features some decent performances , ",1,21232,train
stunning new young talent ,1,21233,train
a friend ,1,21234,train
its keenest pleasures ,1,21235,train
"there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch . ",1,21236,train
to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists ,1,21237,train
"easily and , in the end , not well enough ",0,21238,train
much colorful eye candy ,1,21239,train
for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche . ,1,21240,train
the writing is clever and the cast is appealing . ,1,21241,train
"inventive , ",1,21242,train
", revolution # 9 proves to be a compelling ",1,21243,train
"my least favorite emotions , ",0,21244,train
washed out despite all of that ,0,21245,train
", ararat is fiercely intelligent and uncommonly ambitious . ",1,21246,train
"eardrum-dicing gunplay , screeching-metal smashups , ",1,21247,train
"is an extraordinary film , not least because it is japanese and yet feels universal . ",1,21248,train
are brazen enough to attempt to pass this stinker off as a scary movie ,0,21249,train
the sheer dumbness of the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness ,0,21250,train
swirling ,1,21251,train
make for one splendidly cast pair ,1,21252,train
hollywood-predictable ,0,21253,train
from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival ,1,21254,train
"here is a divine monument to a single man 's struggle to regain his life , his dignity and his music . ",1,21255,train
aimless story ,0,21256,train
vapid vehicle ,0,21257,train
perfect starting point ,1,21258,train
"that has finally , to some extent , warmed up to him ",1,21259,train
bounces around with limp wrists ,0,21260,train
"drama , conflict , tears and surprise -- ",1,21261,train
"speculation , conspiracy theories or , at best , ",0,21262,train
what makes it worth watching is quaid 's performance . ,1,21263,train
been hyped to be because it plays everything too safe ,0,21264,train
some glimpses of nature and family warmth ,1,21265,train
fabulous ,1,21266,train
"when one hears harry shearer is going to make his debut as a film director , one would hope for the best ",1,21267,train
one-star ,0,21268,train
in denial about ,0,21269,train
thoroughly engrossing and ultimately tragic . ,0,21270,train
as funny for grown-ups as for rugrats ,1,21271,train
"is so insanely stupid , so awful in so many ways that watching it leaves you giddy ",0,21272,train
"have made a great saturday night live sketch , but a great movie it is not ",0,21273,train
extraordinary dramatic experience . ,1,21274,train
loosely connected characters ,0,21275,train
"farts , boobs , ",0,21276,train
all-star reunions ,1,21277,train
those unassuming films that sneaks up on you and stays with you long after you have left the theater ,1,21278,train
"it 's a smartly directed , grown-up film of ideas . ",1,21279,train
sometimes beautiful adaptation ,1,21280,train
"essentially ruined -- or , rather ",0,21281,train
miserable throughout as he swaggers through his scenes ,0,21282,train
headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender ,0,21283,train
the film is not entirely successful ,0,21284,train
the enticing prospect of a lot of nubile young actors in a film about campus depravity ,1,21285,train
is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic ,0,21286,train
carrying this wafer-thin movie on his nimble shoulders ,0,21287,train
paraphrase a line from another dickens ' novel ,1,21288,train
nearly impossible to care about ,0,21289,train
saved this film ,1,21290,train
handsomely produced ,1,21291,train
pellington gives `` mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling ,1,21292,train
this every-joke-has - been-told-a ,0,21293,train
will be put to sleep or bewildered by the artsy and often pointless visuals ,0,21294,train
i imagined a movie ever could be ,1,21295,train
"static set ups , not much camera movement ",0,21296,train
"deceptively simple , ",1,21297,train
of this slick and sprightly cgi feature ,1,21298,train
"shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . ",0,21299,train
", it comes to life in the performances . ",1,21300,train
nothing short of a minor miracle in unfaithful ,1,21301,train
is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle . ,1,21302,train
a very ambitious project for a fairly inexperienced filmmaker ,1,21303,train
to heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism ,0,21304,train
vital ,1,21305,train
close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air ,1,21306,train
actress-producer and writer ,0,21307,train
spectacularly ugly-looking broad ,0,21308,train
which also is n't embarrassed to make you reach for the tissues ,1,21309,train
enjoying the big-screen experience ,1,21310,train
a damn fine ,1,21311,train
unwatchable ,0,21312,train
of its spirit ,1,21313,train
rendered with such clarity that it 's as if it all happened only yesterday ,1,21314,train
"very compelling , sensitive , intelligent and ",1,21315,train
is basically just a curiosity ,0,21316,train
juliette binoche 's sand is vivacious ,1,21317,train
make green dragon seem more like medicine than entertainment ,0,21318,train
) becomes more specimen than character ,0,21319,train
self-important summer fluff ,0,21320,train
monotonous ,0,21321,train
", it collapses like an overcooked soufflé . ",0,21322,train
transcend ,1,21323,train
the insanity ,0,21324,train
is elevated by michael caine 's performance as a weary journalist in a changing world ,1,21325,train
"a confusing melange of tones and styles , one moment a romantic trifle ",0,21326,train
"a subtlety that makes the silly , over-the-top coda especially disappointing ",0,21327,train
"game of absurd plot twists , idiotic court maneuvers and stupid characters ",0,21328,train
"will leave you wanting more , not to mention leaving you with some laughs and a smile on your face ",1,21329,train
professional film ,1,21330,train
"in showing us well-thought stunts or a car chase that we have n't seen 10,000 times ",1,21331,train
is ) looking down at your watch and realizing serving sara is n't even halfway through . ,0,21332,train
